nameWithOwner,url,stargazers/totalCount,watchers/totalCount,forks/totalCount,releases/totalCount,createdAt,primaryLanguage/name,totalLOC
picklepete/pyicloud,https://github.com/picklepete/pyicloud,1010,94,208,6,2012-12-30T19:27:15Z,Python,2502
charleso/git-cc,https://github.com/charleso/git-cc,164,21,75,0,2008-10-26T03:02:50Z,Python,1843
andyet/thoonk.py,https://github.com/andyet/thoonk.py,357,27,27,0,2010-12-19T09:50:54Z,Python,2671
D35m0nd142/LFISuite,https://github.com/D35m0nd142/LFISuite,818,45,212,1,2017-06-09T13:38:29Z,Python,2791
pallets/itsdangerous,https://github.com/pallets/itsdangerous,1963,63,164,0,2011-06-24T00:09:55Z,Python,1735
GuiltyNeuron/ANPR,https://github.com/GuiltyNeuron/ANPR,145,14,87,1,2019-02-15T20:25:38Z,Python,1129
google/TensorNetwork,https://github.com/google/TensorNetwork,1216,66,208,9,2019-04-25T20:38:13Z,Python,26412
googleapis/dialogflow-python-client-v2,https://github.com/googleapis/dialogflow-python-client-v2,250,27,94,12,2017-10-24T21:26:11Z,Python,58842
toandaominh1997/EfficientDet.Pytorch,https://github.com/toandaominh1997/EfficientDet.Pytorch,1074,52,218,0,2019-11-30T14:57:27Z,Python,3706
instagrambot/instapy-cli,https://github.com/instagrambot/instapy-cli,385,32,77,0,2017-10-04T16:20:17Z,Python,427
knadh/xmlutils.py,https://github.com/knadh/xmlutils.py,181,25,108,0,2011-10-24T18:51:08Z,Python,155
Yonv1943/Python,https://github.com/Yonv1943/Python,124,8,89,0,2018-06-08T04:36:49Z,Python,2338
cs231n/gcloud,https://github.com/cs231n/gcloud,204,12,71,0,2019-03-30T23:53:07Z,Python,837
blackorbird/APT_REPORT,https://github.com/blackorbird/APT_REPORT,735,108,243,0,2019-04-02T01:58:52Z,Python,1219
tonysimpson/nanomsg-python,https://github.com/tonysimpson/nanomsg-python,364,36,77,1,2013-08-21T12:52:49Z,Python,1411
anchore/anchore-engine,https://github.com/anchore/anchore-engine,843,39,130,0,2017-09-06T18:47:20Z,Python,1411
geatpy-dev/geatpy,https://github.com/geatpy-dev/geatpy,554,33,290,0,2018-08-23T13:26:31Z,Python,1541
mediadrop/mediadrop,https://github.com/mediadrop/mediadrop,797,85,239,0,2009-12-10T13:22:41Z,Python,25460
xingyizhou/CenterNet,https://github.com/xingyizhou/CenterNet,3628,93,1000,0,2019-04-16T18:39:13Z,Python,10668
eliangcs/pystock-crawler,https://github.com/eliangcs/pystock-crawler,258,29,90,0,2013-08-31T14:10:02Z,Python,5863
Anorov/PySocks,https://github.com/Anorov/PySocks,882,45,195,8,2012-02-21T09:10:49Z,Python,1433
luckydonald/pytg,https://github.com/luckydonald/pytg,349,28,78,0,2014-01-18T06:59:57Z,Python,2305
pret/pokemon-reverse-engineering-tools,https://github.com/pret/pokemon-reverse-engineering-tools,227,15,33,0,2013-08-03T18:29:09Z,Python,24290
21dotco/two1-python,https://github.com/21dotco/two1-python,358,38,72,0,2016-06-01T20:14:31Z,Python,38167
eBay/Sequence-Semantic-Embedding,https://github.com/eBay/Sequence-Semantic-Embedding,409,39,111,0,2016-08-22T23:43:01Z,Python,2982
limodou/uliweb,https://github.com/limodou/uliweb,465,65,96,3,2009-08-20T13:50:46Z,Python,62517
L1aoXingyu/fast-reid,https://github.com/L1aoXingyu/fast-reid,407,12,104,0,2018-06-06T09:08:20Z,Python,10783
igogo-x86/HexRaysPyTools,https://github.com/igogo-x86/HexRaysPyTools,709,57,122,0,2016-10-17T20:59:16Z,Python,5927
tonylins/pytorch-mobilenet-v2,https://github.com/tonylins/pytorch-mobilenet-v2,941,28,224,0,2018-01-21T10:24:49Z,Python,150
kiryha/Houdini,https://github.com/kiryha/Houdini,305,78,59,2,2018-02-14T22:07:53Z,Python,3718
0xbug/SQLiScanner,https://github.com/0xbug/SQLiScanner,637,30,242,0,2016-08-28T06:06:32Z,Python,516
brettkromkamp/contextualise,https://github.com/brettkromkamp/contextualise,679,20,31,0,2019-04-22T09:12:27Z,Python,4285
drivendata/cookiecutter-data-science,https://github.com/drivendata/cookiecutter-data-science,3121,89,987,0,2015-10-30T19:19:57Z,Python,469
lazybird/django-carton,https://github.com/lazybird/django-carton,250,23,85,0,2012-11-29T23:32:40Z,Python,521
talkpython/async-techniques-python-course,https://github.com/talkpython/async-techniques-python-course,229,16,130,0,2018-08-17T00:42:04Z,Python,1877
1aN0rmus/TekDefense-Automater,https://github.com/1aN0rmus/TekDefense-Automater,413,55,96,0,2013-11-12T03:25:40Z,Python,3256
ym2011/PEST,https://github.com/ym2011/PEST,355,30,313,0,2016-03-27T02:37:52Z,Python,32053
althonos/InstaLooter,https://github.com/althonos/InstaLooter,1203,72,187,26,2016-11-21T20:19:50Z,Python,3822
jamesoff/simplemonitor,https://github.com/jamesoff/simplemonitor,287,34,119,5,2013-07-30T12:27:25Z,Python,7405
ZQPei/deep_sort_pytorch,https://github.com/ZQPei/deep_sort_pytorch,735,25,241,0,2018-09-26T15:34:11Z,Python,3954
jonluca/Anubis,https://github.com/jonluca/Anubis,605,19,75,3,2017-12-09T22:12:41Z,Python,1251
yanpanlau/DDPG-Keras-Torcs,https://github.com/yanpanlau/DDPG-Keras-Torcs,582,34,243,0,2016-10-11T14:10:43Z,Python,1183
qubvel/efficientnet,https://github.com/qubvel/efficientnet,1025,27,209,7,2019-05-30T20:21:09Z,Python,1265
jofpin/trape,https://github.com/jofpin/trape,4708,234,796,0,2017-10-31T14:03:57Z,Python,3594
kuan-wang/pytorch-mobilenet-v3,https://github.com/kuan-wang/pytorch-mobilenet-v3,457,13,96,0,2019-05-08T18:16:57Z,Python,250
pantsbuild/pex,https://github.com/pantsbuild/pex,1582,51,173,88,2014-07-21T17:06:12Z,Python,-1
scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,1333,39,162,0,2012-01-11T13:53:52Z,Python,12387
pyqt/examples,https://github.com/pyqt/examples,754,47,232,0,2016-10-13T07:03:35Z,Python,-1
Zhongdao/Towards-Realtime-MOT,https://github.com/Zhongdao/Towards-Realtime-MOT,814,41,226,0,2019-09-27T05:09:33Z,Python,3519
serverdensity/python-daemon,https://github.com/serverdensity/python-daemon,919,71,206,0,2011-04-19T10:56:21Z,Python,357
sobolevn/django-split-settings,https://github.com/sobolevn/django-split-settings,513,18,36,3,2013-05-17T06:04:30Z,Python,645
pypa/sampleproject,https://github.com/pypa/sampleproject,2769,104,1051,0,2013-12-03T16:43:27Z,Python,226
pykalman/pykalman,https://github.com/pykalman/pykalman,592,39,249,0,2012-08-06T05:51:43Z,Python,6985
StevenBlack/hosts,https://github.com/StevenBlack/hosts,14909,556,1305,215,2012-04-12T20:22:50Z,Python,41793
joestump/python-oauth2,https://github.com/joestump/python-oauth2,2914,220,796,0,2009-10-21T17:21:07Z,Python,-1
controlscanmdr/cyphon,https://github.com/controlscanmdr/cyphon,475,47,88,25,2017-03-20T18:19:37Z,Python,75461
gauteh/lieer,https://github.com/gauteh/lieer,209,12,28,0,2017-03-07T09:34:53Z,Python,2271
Esri/solutions-geoprocessing-toolbox,https://github.com/Esri/solutions-geoprocessing-toolbox,113,71,66,11,2013-07-29T23:11:55Z,Python,11457
gboeing/pynamical,https://github.com/gboeing/pynamical,382,28,70,4,2014-09-28T04:35:49Z,Python,1346
mikedh/trimesh,https://github.com/mikedh/trimesh,812,35,218,262,2013-07-29T17:25:42Z,Python,57350
martenson/disposable-email-domains,https://github.com/martenson/disposable-email-domains,739,66,221,0,2014-09-02T20:31:28Z,Python,130
hluwa/FRIDA-DEXDump,https://github.com/hluwa/FRIDA-DEXDump,339,16,106,0,2020-01-07T12:36:10Z,Python,137
matthewwithanm/pilkit,https://github.com/matthewwithanm/pilkit,163,11,37,0,2013-02-08T00:33:20Z,Python,1851
CalciferZh/SMPL,https://github.com/CalciferZh/SMPL,332,23,74,1,2018-02-28T13:40:45Z,Python,1192
fyu/lsun,https://github.com/fyu/lsun,265,14,112,0,2015-04-02T01:06:34Z,Python,146
andresriancho/w3af,https://github.com/andresriancho/w3af,3105,184,939,4,2011-08-31T23:20:34Z,Python,-1
SpiderClub/haipproxy,https://github.com/SpiderClub/haipproxy,4330,196,774,1,2017-09-16T07:14:27Z,Python,3564
jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,1028,65,191,0,2017-02-28T18:51:11Z,Python,4236
obfuscurity/synthesize,https://github.com/obfuscurity/synthesize,380,24,87,19,2013-10-21T01:00:21Z,Python,272
giampaolo/pyftpdlib,https://github.com/giampaolo/pyftpdlib,1045,53,187,0,2014-05-28T15:34:58Z,Python,14427
ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,537,27,79,1,2018-02-18T03:24:12Z,Python,3436
bitcraze/crazyflie-clients-python,https://github.com/bitcraze/crazyflie-clients-python,204,41,377,20,2014-02-05T09:37:58Z,Python,13803
harvardnlp/var-attn,https://github.com/harvardnlp/var-attn,292,19,54,0,2018-07-06T20:28:02Z,Python,11715
Azure/kubeflow-labs,https://github.com/Azure/kubeflow-labs,254,20,78,0,2018-04-27T17:47:36Z,Python,593
x0rz/EQGRP_Lost_in_Translation,https://github.com/x0rz/EQGRP_Lost_in_Translation,1557,162,1226,0,2017-04-14T11:41:38Z,Python,518
LMFDB/lmfdb,https://github.com/LMFDB/lmfdb,163,35,127,0,2012-12-14T14:09:00Z,Python,-1
pyannote/pyannote-video,https://github.com/pyannote/pyannote-video,279,22,108,0,2015-10-09T12:47:33Z,Python,4889
shenweichen/DeepCTR,https://github.com/shenweichen/DeepCTR,3049,127,932,25,2017-10-07T07:40:37Z,Python,9806
RubensZimbres/Repo-2016,https://github.com/RubensZimbres/Repo-2016,101,14,116,0,2016-07-03T18:31:24Z,Python,74
awslabs/aws-sam-cli,https://github.com/awslabs/aws-sam-cli,4885,165,708,60,2017-05-23T18:16:23Z,Python,50293
D-X-Y/NAS-Bench-201,https://github.com/D-X-Y/NAS-Bench-201,435,14,87,0,2017-04-24T17:58:32Z,Python,959
aponxi/sublime-better-coffeescript,https://github.com/aponxi/sublime-better-coffeescript,443,14,60,0,2012-12-22T23:33:44Z,Python,1007
charlesq34/pointnet,https://github.com/charlesq34/pointnet,2558,124,962,0,2017-01-31T04:50:28Z,Python,5260
fastmonkeys/stellar,https://github.com/fastmonkeys/stellar,3634,75,104,0,2014-06-27T08:43:21Z,Python,1064
jtpereyda/boofuzz,https://github.com/jtpereyda/boofuzz,862,43,192,34,2015-11-26T00:42:48Z,Python,20641
ShuangLI59/person_search,https://github.com/ShuangLI59/person_search,597,37,220,0,2016-04-06T14:51:39Z,Python,3969
toolswatch/vFeed,https://github.com/toolswatch/vFeed,769,103,187,0,2013-05-20T18:51:57Z,Python,1902
florianfesti/boxes,https://github.com/florianfesti/boxes,273,38,105,0,2013-04-01T16:36:53Z,Python,17720
cookkkie/mee6,https://github.com/cookkkie/mee6,485,69,240,0,2016-03-15T08:06:07Z,Python,7337
wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,888,22,187,46,2018-03-09T21:04:25Z,Python,51209
deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,4109,199,748,33,2017-11-17T14:35:29Z,Python,41955
STVIR/pysot,https://github.com/STVIR/pysot,3140,181,829,0,2019-05-07T12:37:56Z,Python,8732
corkami/collisions,https://github.com/corkami/collisions,463,21,42,0,2019-01-28T07:20:07Z,Python,457
mmatuson/SchemaSync,https://github.com/mmatuson/SchemaSync,307,22,87,0,2009-11-10T19:18:54Z,Python,2283
airbnb/streamalert,https://github.com/airbnb/streamalert,2222,107,256,21,2017-01-22T01:10:56Z,Python,57379
Tencent/FAutoTest,https://github.com/Tencent/FAutoTest,800,81,185,0,2018-09-25T07:19:32Z,Python,4097
google/turbinia,https://github.com/google/turbinia,346,36,82,6,2015-09-15T16:50:40Z,Python,14874
bchew/dynamodump,https://github.com/bchew/dynamodump,581,24,218,5,2013-11-15T05:00:00Z,Python,1107
nicolewhite/neo4j-flask,https://github.com/nicolewhite/neo4j-flask,274,21,100,0,2015-01-07T19:37:36Z,Python,235
GeospatialPython/pyshp,https://github.com/GeospatialPython/pyshp,703,61,205,10,2014-03-04T17:31:17Z,Python,1924
roomai/RoomAI,https://github.com/roomai/RoomAI,288,39,73,13,2017-02-24T10:14:19Z,Python,5067
sourcedexter/tfClassifier,https://github.com/sourcedexter/tfClassifier,405,32,258,0,2017-05-04T18:04:09Z,Python,2358
cvxgrp/cvxportfolio,https://github.com/cvxgrp/cvxportfolio,255,51,102,0,2017-01-11T01:16:16Z,Python,3103
fsx950223/mobilenetv2-yolov3,https://github.com/fsx950223/mobilenetv2-yolov3,177,13,65,0,2019-03-09T03:54:37Z,Python,5789
javachen/scrapy-zhihu-github,https://github.com/javachen/scrapy-zhihu-github,218,26,113,0,2014-06-13T13:54:12Z,Python,2158
pyrogram/pyrogram,https://github.com/pyrogram/pyrogram,922,51,179,25,2017-12-12T09:37:41Z,Python,37038
deepmind/dm_control,https://github.com/deepmind/dm_control,1764,105,284,0,2017-12-29T18:13:15Z,Python,43803
google/jax,https://github.com/google/jax,7542,189,559,0,2018-10-25T21:25:02Z,Python,56189
timbrel/GitSavvy,https://github.com/timbrel/GitSavvy,1810,26,124,24,2015-01-18T05:40:08Z,Python,23712
facebookresearch/grounded-video-description,https://github.com/facebookresearch/grounded-video-description,157,10,43,0,2019-03-14T23:19:08Z,Python,3733
mps-youtube/pafy,https://github.com/mps-youtube/pafy,981,61,171,44,2013-06-24T13:19:26Z,Python,3275
MobSF/Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF,5719,354,1512,30,2015-01-31T04:36:01Z,Python,16158
billryan/algorithm-exercise,https://github.com/billryan/algorithm-exercise,2929,192,777,13,2015-03-22T07:10:27Z,Python,256
openshift/library,https://github.com/openshift/library,130,38,137,0,2016-12-05T17:47:33Z,Python,341
lorin/ansiblebook,https://github.com/lorin/ansiblebook,307,40,112,0,2015-02-06T02:31:08Z,Python,0
jilljenn/tryalgo,https://github.com/jilljenn/tryalgo,238,18,74,3,2016-01-21T16:05:54Z,Python,9014
niwinz/django-jinja,https://github.com/niwinz/django-jinja,314,13,95,0,2012-01-23T14:34:36Z,Python,2451
s3tools/s3cmd,https://github.com/s3tools/s3cmd,3262,108,735,6,2011-06-07T02:08:24Z,Python,8840
viewflow/cookbook,https://github.com/viewflow/cookbook,190,15,116,0,2015-05-08T10:32:49Z,Python,4525
bamos/python-scripts,https://github.com/bamos/python-scripts,166,17,66,0,2013-08-07T19:25:14Z,Python,1225
BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,1540,64,304,20,2019-01-19T01:53:28Z,Python,7695
sa7mon/S3Scanner,https://github.com/sa7mon/S3Scanner,1030,48,149,4,2017-06-19T22:14:21Z,Python,783
zatosource/zato,https://github.com/zatosource/zato,818,87,184,0,2011-07-07T13:07:04Z,Python,129868
mher/flower,https://github.com/mher/flower,4169,137,682,0,2012-07-08T13:35:09Z,Python,5240
YadiraF/PRNet,https://github.com/YadiraF/PRNet,3726,191,735,0,2018-03-20T11:44:06Z,Python,1329
HyperGAN/HyperGAN,https://github.com/HyperGAN/HyperGAN,1038,41,161,5,2016-06-24T22:49:56Z,Python,23313
junyuseu/pytorch-cifar-models,https://github.com/junyuseu/pytorch-cifar-models,242,9,76,0,2017-11-30T12:44:52Z,Python,1002
ytisf/theZoo,https://github.com/ytisf/theZoo,5580,761,1525,2,2014-01-09T18:55:35Z,Python,2926
fgeek/pyfiscan,https://github.com/fgeek/pyfiscan,370,36,72,0,2013-05-22T12:22:28Z,Python,1081
GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,1282,45,145,0,2013-05-29T10:22:45Z,Python,8347
egirault/googleplay-api,https://github.com/egirault/googleplay-api,810,81,322,0,2012-09-07T13:38:39Z,Python,17583
iphelix/pack,https://github.com/iphelix/pack,371,27,76,0,2013-07-16T18:40:29Z,Python,1854
VertaAI/modeldb,https://github.com/VertaAI/modeldb,908,72,174,1,2016-10-19T01:07:26Z,Python,558
albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,4786,106,630,4,2018-06-06T03:10:50Z,Python,12320
GNOME/gnome-music,https://github.com/GNOME/gnome-music,106,19,73,0,2013-08-14T12:18:38Z,Python,13738
robertmartin8/MachineLearningStocks,https://github.com/robertmartin8/MachineLearningStocks,568,81,213,0,2017-02-12T04:50:44Z,Python,849
yampelo/beagle,https://github.com/yampelo/beagle,864,46,96,2,2018-01-21T22:59:40Z,Python,14220
retext-project/retext,https://github.com/retext-project/retext,1223,56,152,4,2015-09-13T16:43:24Z,Python,6332
NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,2967,169,780,2,2017-06-08T08:55:22Z,Python,12466
Ericsson/codechecker,https://github.com/Ericsson/codechecker,875,45,101,34,2015-06-15T10:38:51Z,Python,43958
stevenleeg/geemusic,https://github.com/stevenleeg/geemusic,671,74,191,0,2016-12-30T16:15:20Z,Python,1668
hgascon/pulsar,https://github.com/hgascon/pulsar,248,23,49,0,2015-04-28T10:58:20Z,Python,3380
InstaPy/instapy-quickstart,https://github.com/InstaPy/instapy-quickstart,268,26,292,0,2019-01-19T16:07:11Z,Python,1392
kmkz/exploit,https://github.com/kmkz/exploit,122,13,41,0,2014-07-02T15:34:21Z,Python,208
softScheck/tplink-smartplug,https://github.com/softScheck/tplink-smartplug,638,74,191,0,2016-07-28T11:51:37Z,Python,1173
huseinzol05/Gather-Deployment,https://github.com/huseinzol05/Gather-Deployment,302,24,90,0,2018-10-23T12:19:48Z,Python,33309
TianzhongSong/Real-Time-Action-Recognition,https://github.com/TianzhongSong/Real-Time-Action-Recognition,259,17,96,0,2018-01-19T05:18:46Z,Python,2623
niklasf/python-chess,https://github.com/niklasf/python-chess,949,47,235,82,2012-10-03T01:55:50Z,Python,18559
confluentinc/ducktape,https://github.com/confluentinc/ducktape,234,188,52,0,2014-12-22T21:38:32Z,Python,10479
timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,939,19,164,2,2019-05-25T01:29:24Z,Python,1895
jazzband/geojson,https://github.com/jazzband/geojson,523,31,70,0,2011-07-01T20:39:48Z,Python,1599
microsoft/MLOpsPython,https://github.com/microsoft/MLOpsPython,245,45,283,89,2019-01-29T19:48:00Z,Python,1975
openstack/ironic,https://github.com/openstack/ironic,308,57,247,0,2013-05-14T22:28:24Z,Python,179456
jcushman/pdfquery,https://github.com/jcushman/pdfquery,492,28,71,0,2012-04-14T00:54:06Z,Python,1058
freeipa/ansible-freeipa,https://github.com/freeipa/ansible-freeipa,195,17,105,10,2017-08-11T08:45:10Z,Python,25343
mcdallas/wallstreet,https://github.com/mcdallas/wallstreet,328,30,85,0,2016-01-20T22:03:39Z,Python,872
musalbas/mcc-mnc-table,https://github.com/musalbas/mcc-mnc-table,282,46,152,0,2014-06-11T13:36:42Z,Python,118
mubix/shellshocker-pocs,https://github.com/mubix/shellshocker-pocs,769,115,156,0,2014-09-27T06:57:22Z,Python,200
vmware/vsphere-automation-sdk-python,https://github.com/vmware/vsphere-automation-sdk-python,337,57,138,8,2016-05-14T05:02:34Z,Python,20469
dxa4481/truffleHog,https://github.com/dxa4481/truffleHog,4592,138,565,1,2016-12-31T05:08:12Z,Python,580
paulperry/quant,https://github.com/paulperry/quant,150,26,61,0,2015-04-15T20:48:49Z,Python,327
secretsquirrel/SigThief,https://github.com/secretsquirrel/SigThief,629,43,183,0,2017-09-01T20:35:48Z,Python,268
Azure/batch-shipyard,https://github.com/Azure/batch-shipyard,218,49,94,71,2016-08-26T01:33:23Z,Python,42123
nficano/pytube,https://github.com/nficano/pytube,2927,132,678,3,2012-03-18T19:33:44Z,Python,5084
c2nes/javalang,https://github.com/c2nes/javalang,300,16,86,2,2012-09-29T19:21:02Z,Python,4381
autorope/donkeycar,https://github.com/autorope/donkeycar,1784,152,823,7,2016-12-10T06:35:09Z,Python,15979
YCG09/chinese_ocr,https://github.com/YCG09/chinese_ocr,1971,87,861,0,2018-03-16T06:52:08Z,Python,4384
tegaki/tegaki,https://github.com/tegaki/tegaki,189,24,54,4,2010-10-26T08:38:55Z,Python,-1
geduldig/TwitterAPI,https://github.com/geduldig/TwitterAPI,599,52,193,0,2013-02-02T14:47:58Z,Python,2094
PaddlePaddle/ERNIE,https://github.com/PaddlePaddle/ERNIE,3072,167,707,4,2019-03-03T07:31:29Z,Python,14150
davedash/django-fixture-magic,https://github.com/davedash/django-fixture-magic,312,5,81,0,2010-03-05T00:50:02Z,Python,471
facebookresearch/mobile-vision,https://github.com/facebookresearch/mobile-vision,324,20,43,0,2019-01-09T18:31:47Z,Python,6926
farrokhi/dnsdiag,https://github.com/farrokhi/dnsdiag,586,45,64,7,2016-02-03T07:31:11Z,Python,1117
saulpw/visidata,https://github.com/saulpw/visidata,2634,43,95,20,2016-10-27T04:21:00Z,Python,10512
Linzaer/Face-Track-Detect-Extract,https://github.com/Linzaer/Face-Track-Detect-Extract,352,23,137,0,2018-08-21T11:12:40Z,Python,1332
liftoff/pyminifier,https://github.com/liftoff/pyminifier,929,48,140,0,2014-05-24T23:19:33Z,Python,2842
jpmens/mqttwarn,https://github.com/jpmens/mqttwarn,786,98,168,0,2014-02-09T14:32:08Z,Python,6965
uber-research/PPLM,https://github.com/uber-research/PPLM,380,19,57,0,2019-11-05T19:25:15Z,Python,9730
ITI/ICS-Security-Tools,https://github.com/ITI/ICS-Security-Tools,551,102,175,0,2015-09-28T18:35:35Z,Python,16776
1200wd/bitcoinlib,https://github.com/1200wd/bitcoinlib,164,13,56,0,2016-02-17T09:18:22Z,Python,24014
jrspruitt/ubi_reader,https://github.com/jrspruitt/ubi_reader,209,20,67,4,2013-11-12T10:23:46Z,Python,3242
pyca/cryptography,https://github.com/pyca/cryptography,3230,113,646,0,2013-08-07T02:23:38Z,Python,58900
astropy/photutils,https://github.com/astropy/photutils,126,23,89,11,2011-10-25T02:39:28Z,Python,32186
fireeye/flare-qdb,https://github.com/fireeye/flare-qdb,127,19,28,0,2016-12-21T23:22:36Z,Python,3571
ivanov/vim-ipython,https://github.com/ivanov/vim-ipython,958,49,123,0,2011-07-29T04:41:58Z,Python,676
chapmanb/bcbb,https://github.com/chapmanb/bcbb,464,55,194,0,2008-12-09T21:05:22Z,Python,22050
shiyanhui/Young,https://github.com/shiyanhui/Young,737,51,165,0,2016-09-01T07:47:17Z,Python,9881
gramuah/ccnn,https://github.com/gramuah/ccnn,149,14,59,0,2016-07-14T13:50:19Z,Python,1716
warmspringwinds/tf-image-segmentation,https://github.com/warmspringwinds/tf-image-segmentation,531,36,169,0,2016-12-20T01:07:13Z,Python,2360
kfei/slack-cleaner,https://github.com/kfei/slack-cleaner,1138,32,137,0,2015-09-18T23:10:38Z,Python,530
kynan/nbstripout,https://github.com/kynan/nbstripout,577,6,59,12,2015-09-12T23:36:59Z,Python,515
ckiplab/ckiptagger,https://github.com/ckiplab/ckiptagger,1186,68,136,8,2019-08-23T07:57:48Z,Python,2150
airbnb/knowledge-repo,https://github.com/airbnb/knowledge-repo,4206,203,542,28,2016-08-17T23:32:50Z,Python,10418
Crazepony/crazepony-gitbook,https://github.com/Crazepony/crazepony-gitbook,184,45,53,0,2014-06-09T09:44:39Z,Python,346
python-excel/tutorial,https://github.com/python-excel/tutorial,280,37,81,0,2012-03-07T22:50:01Z,Python,989
luheng/deep_srl,https://github.com/luheng/deep_srl,271,13,63,0,2017-04-16T21:07:00Z,Python,3129
awslabs/aws-deployment-framework,https://github.com/awslabs/aws-deployment-framework,271,31,85,24,2019-02-20T18:16:35Z,Python,10537
splunk/splunk-ansible,https://github.com/splunk/splunk-ansible,148,39,82,0,2018-09-12T22:02:31Z,Python,2413
trehn/termdown,https://github.com/trehn/termdown,540,12,64,0,2014-05-27T07:12:40Z,Python,831
oyxhust/CNN-LSTM-CTC-text-recognition,https://github.com/oyxhust/CNN-LSTM-CTC-text-recognition,251,8,85,0,2017-01-23T08:12:10Z,Python,1456
spack/spack,https://github.com/spack/spack,1490,82,856,16,2014-01-08T09:22:12Z,Python,328292
wandb/client,https://github.com/wandb/client,1476,25,70,20,2017-03-24T05:46:23Z,Python,-1
BenBrostoff/draftfast,https://github.com/BenBrostoff/draftfast,142,19,75,0,2015-08-14T01:00:56Z,Python,5460
humphd/have-fun-with-machine-learning,https://github.com/humphd/have-fun-with-machine-learning,4848,209,516,0,2016-12-29T17:43:50Z,Python,113
urllib3/urllib3,https://github.com/urllib3/urllib3,2277,93,705,9,2011-09-18T18:08:28Z,Python,22577
ustream/openduty,https://github.com/ustream/openduty,769,73,154,2,2014-05-22T17:15:56Z,Python,22577
xcp-ng/xcp,https://github.com/xcp-ng/xcp,591,81,44,0,2017-12-22T17:40:50Z,Python,22577
ElegantGod/SSHA,https://github.com/ElegantGod/SSHA,149,11,38,0,2018-10-18T10:45:15Z,Python,22577
custom-components/custom_updater,https://github.com/custom-components/custom_updater,180,18,73,57,2018-07-22T22:11:56Z,Python,315
GeorgeSeif/Semantic-Segmentation-Suite,https://github.com/GeorgeSeif/Semantic-Segmentation-Suite,2057,113,750,0,2017-12-09T22:56:49Z,Python,5603
cclib/cclib,https://github.com/cclib/cclib,156,24,108,16,2013-12-29T20:59:14Z,Python,31598
dakrauth/django-swingtime,https://github.com/dakrauth/django-swingtime,253,17,78,0,2008-12-23T16:49:14Z,Python,2388
Shopify/shopify_django_app,https://github.com/Shopify/shopify_django_app,183,231,71,0,2011-08-30T19:35:19Z,Python,390
themix-project/oomox,https://github.com/themix-project/oomox,1078,40,45,92,2014-05-25T13:45:31Z,Python,6853
rll/rllab,https://github.com/rll/rllab,2363,182,649,0,2016-04-21T17:21:22Z,Python,45818
praekeltfoundation/vumi,https://github.com/praekeltfoundation/vumi,358,71,114,1,2010-11-15T11:34:03Z,Python,84896
Neo23x0/yarAnalyzer,https://github.com/Neo23x0/yarAnalyzer,167,21,48,3,2015-06-16T20:36:06Z,Python,598
adafruit/Adafruit_Python_BluefruitLE,https://github.com/adafruit/Adafruit_Python_BluefruitLE,350,36,121,0,2015-04-16T19:55:05Z,Python,2751
4w4k3/Insanity-Framework,https://github.com/4w4k3/Insanity-Framework,178,26,85,0,2017-02-01T17:27:53Z,Python,1030
RealmTeam/django-rest-framework-social-oauth2,https://github.com/RealmTeam/django-rest-framework-social-oauth2,775,24,149,0,2015-03-03T22:54:10Z,Python,573
mbj4668/pyang,https://github.com/mbj4668/pyang,298,71,205,3,2015-03-16T07:48:29Z,Python,21635
yoda-pa/yoda,https://github.com/yoda-pa/yoda,656,29,157,5,2016-12-25T10:35:07Z,Python,8244
erget/StereoVision,https://github.com/erget/StereoVision,379,46,198,0,2014-05-02T16:10:34Z,Python,1647
pgq/skytools-legacy,https://github.com/pgq/skytools-legacy,246,22,65,0,2010-10-06T10:12:01Z,Python,24972
Komodo/KomodoEdit,https://github.com/Komodo/KomodoEdit,1370,91,248,9,2013-07-31T21:57:20Z,Python,15050
WoLpH/numpy-stl,https://github.com/WoLpH/numpy-stl,248,21,62,9,2014-10-16T16:15:59Z,Python,15050
Fantomas42/django-blog-zinnia,https://github.com/Fantomas42/django-blog-zinnia,1957,134,703,0,2009-07-13T14:58:26Z,Python,15050
maximdanilchenko/aiohttp-apispec,https://github.com/maximdanilchenko/aiohttp-apispec,136,3,30,15,2017-12-05T13:59:59Z,Python,1344
githubharald/CTCDecoder,https://github.com/githubharald/CTCDecoder,393,23,116,0,2017-10-09T16:56:55Z,Python,986
CleverProgrammer/cleverprogrammer_stuff,https://github.com/CleverProgrammer/cleverprogrammer_stuff,667,189,163,0,2016-12-10T00:25:44Z,Python,842
